Time,Distance path,Collided,Lateral Response,Distance Actor,Stopping Distance,Crossing Border,Dangerous
2023-03-29 14:37:21.107278,0.11382615058419727,False,,,,,
2023-03-29 14:37:21.610640,0.11382615058419727,False,0,37.48941564275339,3.79167,False,False
2023-03-29 14:37:22.115684,0.11382615058419727,False,0,37.67190360601126,3.79167,False,False
2023-03-29 14:37:22.619751,0.11382615058419727,False,0,37.8440338539067,3.79167,False,False
2023-03-29 14:37:23.123688,0.11382615058419727,False,0,38.03779416884065,3.79167,False,False
2023-03-29 14:37:23.626930,0.11382615058419727,False,0,38.27969315544762,3.79167,False,False
2023-03-29 14:37:24.129650,0.11382615058419727,False,0,38.51655004304401,3.79167,False,False
2023-03-29 14:37:24.632335,0.11382615058419727,False,0,36.72680462602496,3.79167,False,False
2023-03-29 14:37:24.635063,0.11382615058419727,False,0,38.76007598830845,3.79167,False,False
2023-03-29 14:37:25.137317,0.11382615058419727,False,0,39.05123957659737,3.79167,False,False
2023-03-29 14:37:25.140342,0.11382615058419727,False,0,36.776862318070805,3.79167,False,False
2023-03-29 14:37:25.643117,0.11382615058419727,False,0,39.369242249108595,3.79167,False,False
2023-03-29 14:37:25.646444,0.11382615058419727,False,0,36.83503728922941,3.79167,False,False
2023-03-29 14:37:26.149662,0.11382615058419727,False,0,36.90596274503165,3.79167,False,False
2023-03-29 14:37:26.153343,0.11382615058419727,False,0,39.74924974734427,3.79167,False,False
2023-03-29 14:37:26.656754,0.11382615058419727,False,0,36.992556948836366,3.79167,False,False
2023-03-29 14:37:26.661166,0.11382615058419727,False,0,40.076378618881535,3.79167,False,False
2023-03-29 14:37:27.166012,0.11382615058419727,False,0,40.34630523817208,3.79167,False,False
2023-03-29 14:37:27.170037,0.11382615058419727,False,0,37.094606665228355,3.79167,False,False
2023-03-29 14:37:27.673409,0.11382615058419727,False,0,40.6148308350818,3.79167,False,False
2023-03-29 14:37:27.675583,0.11382615058419727,False,0,37.2233015850536,3.79167,False,False
2023-03-29 14:37:28.177494,0.11384313864163027,False,0,37.361254376685096,3.79167,False,False
2023-03-29 14:37:28.179822,0.11384313864163027,False,0,40.88264176364558,3.79167,False,False
2023-03-29 14:37:28.681843,0.1137957636236365,False,0,37.500189040699084,3.79167,False,False
2023-03-29 14:37:28.685465,0.1137957636236365,False,0,41.13560100718996,3.79167,False,False
2023-03-29 14:37:29.188625,0.15366218205791793,False,0,37.618447537818156,4.80942,False,False
2023-03-29 14:37:29.192582,0.15366218205791793,False,0,41.384888713795306,4.80942,False,False
2023-03-29 14:37:29.696778,0.4503348007780766,False,0,37.423065724426024,6.44233,False,False
2023-03-29 14:37:29.699104,0.4503348007780766,False,0,41.31031342784994,6.44233,False,False
2023-03-29 14:37:30.201326,0.3759819913726209,False,0,36.88533837149922,8.23928,False,False
2023-03-29 14:37:30.204757,0.3759819913726209,False,0,40.93936072188663,8.23928,False,False
2023-03-29 14:37:30.707685,0.47805689772285204,False,0,40.25784888786878,10.0542,False,False
2023-03-29 14:37:30.711627,0.47805689772285204,False,0,36.05096817438959,10.0542,False,False
2023-03-29 14:37:31.214890,0.2559325635011145,False,0,34.9369224880262,10.7551,False,False
2023-03-29 14:37:31.218263,0.2559325635011145,False,0,39.33468688131775,10.7551,False,False
2023-03-29 14:37:31.721258,0.2735473693344269,False,0,33.91188373063231,12.041,False,False
2023-03-29 14:37:31.725222,0.2735473693344269,False,0,38.43298422490773,12.041,False,False
2023-03-29 14:37:31.727559,0.2735473693344269,False,0,31.758947154647647,12.041,False,False
2023-03-29 14:37:32.229849,0.1189734481043136,False,0,30.041462353123862,14.0635,False,False
2023-03-29 14:37:32.232420,0.1189734481043136,False,0,32.47948232244412,14.0635,False,False
2023-03-29 14:37:32.234077,0.1189734481043136,False,0,37.197313468727984,14.0635,False,False
2023-03-29 14:37:32.735722,0.12981165522944046,False,0,28.33098876455469,15.7701,False,False
2023-03-29 14:37:32.738168,0.12981165522944046,False,0,35.96921406310964,15.7701,False,False
2023-03-29 14:37:32.739177,0.12981165522944046,False,0,31.082464061131347,15.7701,False,False
2023-03-29 14:37:33.241010,0.36665168284006316,False,0,26.067860964236356,17.7599,False,False
2023-03-29 14:37:33.244001,0.36665168284006316,False,0,29.299044315240543,17.7599,False,False
2023-03-29 14:37:33.245963,0.36665168284006316,False,0,34.3807886587728,17.7599,False,False
2023-03-29 14:37:33.748644,0.1970615012623048,False,0,23.477272969356857,19.831,False,False
2023-03-29 14:37:33.751312,0.1970615012623048,False,0,32.64199957048664,19.831,False,False
2023-03-29 14:37:33.753677,0.1970615012623048,False,0,27.18763234905328,19.831,False,False
2023-03-29 14:37:34.256771,0.32008241892308303,False,0,24.981884157210512,21.7748,False,False
2023-03-29 14:37:34.260398,0.32008241892308303,False,0,20.81042625528589,21.7748,False,False
2023-03-29 14:37:34.263247,0.32008241892308303,False,0,30.958274055882537,21.7748,False,False
2023-03-29 14:37:34.765127,0.2311031809037053,False,0,29.336649270370966,23.7304,False,False
2023-03-29 14:37:34.768439,0.2311031809037053,False,0,22.730036296585602,23.7304,False,False
2023-03-29 14:37:34.771703,0.2311031809037053,False,0,17.99241054117173,23.7304,False,True
2023-03-29 14:37:35.274947,0.18282509275494221,False,0,14.874186040995662,25.7895,False,True
2023-03-29 14:37:35.278335,0.18282509275494221,False,0,27.76452168497649,25.7895,False,False
2023-03-29 14:37:35.281055,0.18282509275494221,False,0,20.392366513441043,25.7895,False,False
2023-03-29 14:37:35.783717,0.2877811828417702,False,0,26.383797031981985,27.9428,False,False
2023-03-29 14:37:35.787156,0.2877811828417702,False,0,18.119469323577043,27.9428,False,False
2023-03-29 14:37:35.789342,0.2877811828417702,False,0,11.49491480341077,27.9428,False,True
2023-03-29 14:37:36.292112,0.20168905910362833,False,0,16.51847369776636,25.3406,False,False
2023-03-29 14:37:36.296947,0.20168905910362833,False,0,8.669980044997189,25.3406,False,False
2023-03-29 14:37:36.299311,0.20168905910362833,False,0,25.559812708635967,25.3406,False,False
2023-03-29 14:37:36.803624,0.273638555758403,False,0,25.27936421122227,20.9542,False,False
2023-03-29 14:37:36.806140,0.273638555758403,False,0,6.423722829881636,20.9542,False,False
2023-03-29 14:37:36.807843,0.273638555758403,False,0,15.603689692297026,20.9542,False,False
2023-03-29 14:37:37.310355,0.47212857154146365,False,0,5.124798546952852,20.7057,False,False
2023-03-29 14:37:37.313180,0.47212857154146365,False,0,15.378902811606821,20.7057,False,False
2023-03-29 14:37:37.316030,0.47212857154146365,False,0,25.44804443768785,20.7057,False,False
2023-03-29 14:37:37.818948,0.3480284340936025,False,0,5.281303657976745,21.0552,False,False
2023-03-29 14:37:37.821931,0.3480284340936025,False,0,15.664507261911897,21.0552,False,False
2023-03-29 14:37:37.824518,0.3480284340936025,False,0,26.10612005243445,21.0552,False,False
2023-03-29 14:37:38.327793,0.4496994670332235,False,0,27.00311638215757,22.2229,False,False
2023-03-29 14:37:38.332005,0.4496994670332235,False,0,5.835937055099584,22.2229,False,False
2023-03-29 14:37:38.333292,0.4496994670332235,False,0,6.6761668489856145,22.2229,False,False
2023-03-29 14:37:38.334342,0.4496994670332235,False,0,16.366995901728817,22.2229,False,False
2023-03-29 14:37:38.835819,0.5067630926482504,False,0,18.303849194700874,24.3125,False,False
2023-03-29 14:37:38.839104,0.5067630926482504,False,0,28.850013558294318,24.3125,False,False
2023-03-29 14:37:38.842308,0.5067630926482504,False,0,8.337990290257258,24.3125,False,False
2023-03-29 14:37:38.845226,0.5067630926482504,False,0,9.651066342159591,24.3125,False,False
2023-03-29 14:37:39.347477,0.8187923801573612,False,0,21.08961855017465,25.4273,False,False
2023-03-29 14:37:39.350167,0.8187923801573612,False,0,12.968236143798817,25.4273,False,False
2023-03-29 14:37:39.352201,0.8187923801573612,False,0,10.852343557745519,25.4273,False,False
2023-03-29 14:37:39.354391,0.8187923801573612,False,0,31.402383783128485,25.4273,False,False
2023-03-29 14:37:39.857128,0.5649236791795993,False,0,24.796205716614242,24.7078,False,False
2023-03-29 14:37:39.860401,0.5649236791795993,False,0,13.021369125456134,24.7078,False,False
2023-03-29 14:37:39.861833,0.5649236791795993,False,0,34.967425378907414,24.7078,False,False
2023-03-29 14:37:39.862849,0.5649236791795993,False,0,16.503029143516226,24.7078,False,False
2023-03-29 14:37:40.364879,0.608684776637824,False,0,15.00275398920839,28.7975,False,False
2023-03-29 14:37:40.367457,0.608684776637824,False,0,20.17022158650911,28.7975,False,False
2023-03-29 14:37:40.368694,0.608684776637824,False,0,29.1422073563867,28.7975,False,False
2023-03-29 14:37:40.369710,0.608684776637824,False,0,39.372422122945004,28.7975,False,False
2023-03-29 14:37:40.871776,0.4610696189040688,False,0,32.824946289077175,31.4317,False,False
2023-03-29 14:37:40.875866,0.4610696189040688,False,0,43.123146137674226,31.4317,False,False
2023-03-29 14:37:40.878511,0.4610696189040688,False,0,17.217861666272665,31.4317,False,False
2023-03-29 14:37:40.881188,0.4610696189040688,False,0,23.406000758276008,31.4317,False,False
2023-03-29 14:37:41.383705,0.4022397626111879,False,0,28.135501251995464,35.2754,False,False
2023-03-29 14:37:41.387053,0.4022397626111879,False,0,21.013380727429666,35.2754,False,False
2023-03-29 14:37:41.389402,0.4022397626111879,False,0,48.24930726123499,35.2754,False,False
2023-03-29 14:37:41.391422,0.4022397626111879,False,0,37.926130010371146,35.2754,False,False
2023-03-29 14:37:41.893479,0.1701695545204517,False,0,52.623017362098665,35.2559,False,False
2023-03-29 14:37:41.895767,0.1701695545204517,False,0,25.126850677955375,35.2559,False,False
2023-03-29 14:37:41.898499,0.1701695545204517,False,0,32.836260911839794,35.2559,False,False
2023-03-29 14:37:41.901908,0.1701695545204517,False,0,42.83950066388409,35.2559,False,False
2023-03-29 14:37:42.406093,0.48830352066332616,False,0,57.05572291811294,34.9736,False,False
2023-03-29 14:37:42.409093,0.48830352066332616,False,0,29.98845442930198,34.9736,False,False
2023-03-29 14:37:42.411942,0.48830352066332616,False,0,38.12778549447167,34.9736,False,False
2023-03-29 14:37:42.415666,0.48830352066332616,False,0,48.26367647876648,34.9736,False,False
2023-03-29 14:37:42.918961,0.19953812279679548,False,0,60.481685782949995,33.9132,False,False
2023-03-29 14:37:42.921525,0.19953812279679548,False,0,42.21689292661692,33.9132,False,False
2023-03-29 14:37:42.922781,0.19953812279679548,False,0,33.84411098239997,33.9132,False,False
