Time,Distance path,Collided,Lateral Response,Distance Actor,Stopping Distance,Crossing Border,Dangerous
2023-03-29 14:37:42.924011,0.19953812279679548,False,0,52.38642795940503,33.9132,False,False
2023-03-29 14:37:43.425863,3.000621565386588,False,0,65.0407004469731,33.7115,False,False
2023-03-29 14:37:43.428266,3.000621565386588,False,0,38.84618644632409,33.7115,False,False
2023-03-29 14:37:43.429310,3.000621565386588,False,0,57.60950089462609,33.7115,False,False
2023-03-29 14:37:43.430296,3.000621565386588,False,0,47.440544583397674,33.7115,False,False
2023-03-29 14:37:43.931799,7.339448378042259,False,0,61.95346512912818,33.7048,False,False
2023-03-29 14:37:43.935439,7.339448378042259,False,0,69.04976838283395,33.7048,False,False
2023-03-29 14:37:43.938027,7.339448378042259,False,0,43.06579022007911,33.7048,False,False
2023-03-29 14:37:43.940714,7.339448378042259,False,0,51.801524897846754,33.7048,False,False
2023-03-29 14:37:44.443676,11.483044421204514,False,0,73.69923918073438,33.579,False,False
2023-03-29 14:37:44.446236,11.483044421204514,False,0,56.85318005189607,33.579,False,False
2023-03-29 14:37:44.447358,11.483044421204514,False,0,48.01643606896531,33.579,False,False
2023-03-29 14:37:44.448375,11.483044421204514,False,0,67.00753868142144,33.579,False,False
2023-03-29 14:37:44.449383,11.483044421204514,False,0,61.10109705084072,33.579,False,False
2023-03-29 14:37:44.951285,15.785884466449337,False,0,70.97751196401983,33.2618,False,False
2023-03-29 14:37:44.955207,15.785884466449337,False,0,51.926567562486014,33.2618,False,False
2023-03-29 14:37:44.956993,15.785884466449337,False,0,60.851217517382416,33.2618,False,False
2023-03-29 14:37:44.957997,15.785884466449337,False,0,77.31765458512142,33.2618,False,False
2023-03-29 14:37:44.959043,15.785884466449337,False,0,61.755778812226055,33.2618,False,False
2023-03-29 14:37:45.461152,20.044361673268114,False,0,75.85976590582794,32.8913,False,False
2023-03-29 14:37:45.463621,20.044361673268114,False,0,56.73868419077034,32.8913,False,False
2023-03-29 14:37:45.464783,20.044361673268114,False,0,47.520721970446616,32.8913,False,False
2023-03-29 14:37:45.466129,20.044361673268114,False,0,81.79533720861362,32.8913,False,False
2023-03-29 14:37:45.467555,20.044361673268114,False,0,65.72480095202599,32.8913,False,False
2023-03-29 14:37:45.469051,20.044361673268114,False,0,63.04858893789643,32.8913,False,False
2023-03-29 14:37:45.971566,24.181054716625255,False,0,61.426911388965735,32.6364,False,False
2023-03-29 14:37:45.975810,24.181054716625255,False,0,70.53270270186555,32.6364,False,False
2023-03-29 14:37:45.977762,24.181054716625255,False,0,52.20702359329535,32.6364,False,False
2023-03-29 14:37:45.979086,24.181054716625255,False,0,80.64680353769356,32.6364,False,False
2023-03-29 14:37:45.980378,24.181054716625255,False,0,86.15631521479735,32.6364,False,False
2023-03-29 14:37:45.981658,24.181054716625255,False,0,65.55727287721497,32.6364,False,False
2023-03-29 14:37:46.484054,28.34970337920272,False,0,58.25911748655453,31.2897,False,False
2023-03-29 14:37:46.486699,28.34970337920272,False,0,91.80064043956848,31.2897,False,False
2023-03-29 14:37:46.488465,28.34970337920272,False,0,86.81298312400106,31.2897,False,False
2023-03-29 14:37:46.490227,28.34970337920272,False,0,76.72461124629297,31.2897,False,False
2023-03-29 14:37:46.492321,28.34970337920272,False,0,67.53700940858963,31.2897,False,False
2023-03-29 14:37:46.493934,28.34970337920272,False,0,69.79606338993142,31.2897,False,False
