Time,Distance,Angle
2023-02-14 16:04:02.993591,0.007990304870217709,1
2023-02-14 16:04:03.501614,0.007990304870217709,1
2023-02-14 16:04:04.003885,0.007990304870217709,1
2023-02-14 16:04:04.507012,0.007990304870217709,1
2023-02-14 16:04:05.009777,0.007990304870217709,1
2023-02-14 16:04:05.512985,0.007990304870217709,1
2023-02-14 16:04:06.015204,0.007990304870217709,1
2023-02-14 16:04:06.517678,0.007990304870217709,1
2023-02-14 16:04:07.020238,0.007990304870217709,1
